headline,link,date,content
India extends mandate for imported coal-based power plants to run at full capacity,https://economictimes.indiatimes.com/industry/energy/power/india-extends-mandate-for-imported-coal-based-power-plants-to-run-at-full-capacity/articleshow/116716488.cms,27-12-2024,"India on Friday extended its mandate for
imported coal-based power plants
to operate at full capacity until Feb. 28, a government circular showed.
In October, the government had invoked an emergency clause to direct companies including
Tata Power
,
Adani Power
and
Vedanta
, to operate their imported coal fired plants till Oct. 15 and had further extended the mandate till Dec. 31.
Imported coal-based power plants in India have a combined annual capacity of nearly 16 gigawatts.
India's coal-fired power output had fallen for a second straight month in September due to slower growth in electricity use and a surge in solar generation.
The country's imports of thermal coal plunged 31.8%, its fastest rate of contraction in fifteen months, in October, Reuters had reported earlier.
Live Events
India's overall coal-based power generation over April-September rose by 5% from a year earlier, government data shows.
(You can now subscribe to our
Economic Times WhatsApp channel
)"
JSW Energy appoints Feby Koshy as EVP-Head Thermal,https://economictimes.indiatimes.com/industry/energy/power/jsw-energy-appoints-feby-koshy-as-evp-head-thermal/articleshow/116711135.cms,27-12-2024,"JSW Energy
on Friday announced that its board has approved appointment of
Feby Koshy
as the
Executive Vice President
- Head of Thermal. His appointment is effective from December 30, JSW Energy said in an exchange filing.
The board has approved his name on the recommendation of the Compensation & Nomination and Remuneration Committee for the post of Executive Vice President - Head of Thermal, a senior management personnel of the company, it said.
Koshy comes with over 32 years of experience in the power sector.
He has also worked with JSW Energy for about 13 years from November 1997 and during the period June 2006 to June 2010 he was the technical head of the 1,200 MW greenfield power project at the company's Ratnagiri plant.
In the filing, JSW Energy also said Birendra Pandey, Head of International Business Development, has submitted his resignation due to personal reasons.
Live Events
His resignation is effective December 31.
(You can now subscribe to our
Economic Times WhatsApp channel
)"
India reviews $30 billion sulphur-cutting programme for coal plants,https://economictimes.indiatimes.com/industry/energy/power/india-reviews-30-billion-sulphur-cutting-programme-for-coal-plants/articleshow/116627384.cms,24-12-2024,"India is reviewing a decade-old $30 billion programme requiring coal-fired power plants to install equipment to cut sulphur emissions after government-backed studies showed they had little impact on curbing pollution, according to a document reviewed by Reuters.
Nearly 540 power plant units were required by 2026 to install flue-gas desulphurization (FGD) systems that remove sulphur from the plants' exhaust gases but only about 8% have done so, including those run by state-run
NTPC
and privately held JSW Power.
The government previously said expensive foreign technology and manpower were some of the hurdles in achieving the target. But with cities like New Delhi and Kanpur some of the most polluted in the world, India's government is under pressure to reduce the impact of the sectors' emissions.
Instead of FGDs, government officials have proposed deploying locally made electrostatic precipitators that remove fine particles such as dust and smoke from emissions and are one-fifth of the cost of an FGD system, according to a document from the Office of the Principal Scientific Advisor to the Indian government summarising a Nov. 13 meeting between the Office and the ministries of power, coal and the environment.
Representatives of the ministries and Ajay Kumar Sood, the principal scientific adviser to the government who chaired the meeting, did not immediately respond to requests seeking comment.
Live Events
The document showed several of the attendees agreed Indian power plants would be better off focusing on cutting emissions of tiny particulate matter that can lodge deep in the lungs rather than on sulphur reductions.
""This is due to the predominance of other pollution sources in urban areas and the very low sulphur content of Indian coal coupled with the effective dispersion of (sulphur dioxide) generated from thermal power plants due to the tall stacks and the climactic conditions in India,"" the document cited R. Srikanth, the head of the engineering school at India's National Institute of Advanced Studies (NIAS), as saying.
Srikanth did not immediately reply to a request for comment.
The document cited a NIAS study that said Indian coal, which is used to generate 92% of the country's thermal power, has a sulphur content of only 0.5%. The range globally is 0.5% to 5%.
The study said the coal's high ash content was a bigger problem for power plants, and high-efficiency electrostatic precipitators would be better at curbing that pollution.
The document also cited government-backed studies by the NIAS, Indian Institute Of Technology (IIT) Delhi and National Environmental Engineering Research Institute that showed power plants with the FGD systems showed negligible improvement in air quality. A FGD system costs 12 million rupees ($141,000) per megawatt of capacity.
Insisting on FGDs could hamper India's goal of increasing coal-fired capacity by 37% by 2032 to meet surging power demand, it said.
A decision will be made based on further consultations, the document showed. India's government policy think tank, NITI Aayog, earlier this year proposed halting FGD installations.
The document also showed that while the government is working on its decision, the
power ministry
last month asked the environment ministry to extend the deadline for FGD installation by another three years beyond 2026. The original deadline was 2017.
Environmental groups say coal-fired plants account for about 80% of industrial emissions of sulphur and nitrogen oxides in India, which cause lung disease and acid rain. According to a 2019 Greenpeace report, India was the world's largest emitter of sulphur dioxide, with most coming from coal-fired power plants.
IIT Delhi said in its report that in the longer term, the focus should be on cleaner-energy sources and India should phase out older and less efficient coal-based plants.
""The installation of FGD systems and carbon capture technologies should not be used as a smokescreen to justify the continued power generation from these unsustainable, CO2-intensive sources,"" it said in its report, which was reviewed by Reuters.
(You can now subscribe to our
Economic Times WhatsApp channel
)"
Bangladesh owes Tripura Rs 200 crore in unpaid electricity bills,https://economictimes.indiatimes.com/industry/energy/power/bangladesh-owes-tripura-rs-200-crore-in-unpaid-electricity-bills/articleshow/116592170.cms,23-12-2024,"Bangladesh owes Tripura Rs 200 crore in electricity dues but no decision has been taken on halting power supply to the neighbouring country yet, Chief Minister Manik Saha said on Monday. Tripura supplies 60-70 megawatts of power to the neighbouring country according to an agreement signed by the Tripura State Electricity Corporation Limited through the NTPC Vidyut Vyapar Nigam Limited with the Bangladesh Power Development Board.
""Bangladesh has not paid us about Rs 200 crore for supplying electricity. The outstanding (amount) is increasing every day. We hope that they will clear their dues so that the power supply is not disrupted,"" Saha told PTI here in an interview.
Asked whether the Tripura government would stop the supply of electricity if Dhaka fails to pay the dues, the chief minister said no decision has been taken on it yet.
He said several pieces of machinery at the power generation plant in Tripura were brought through either Bangladeshi territory or Chittagong port. Therefore, out of gratitude,e the Tripura government started supplying power to the country following a pact.
""But I don't know how long we will be able to continue the supply of electricity to Bangladesh if they don't clear the dues,"" he said.
Live Events
Tripura began supplying power to Bangladesh in March 2016. The electricity is produced at the state-owned ONGC Tripura Power Company's (OTPC) gas-based 726 MW generation capacity power plant in southern Tripura's Palatana.
According to reports,
Adani Power
, which exports power to Bangladesh from its 1,600 MW Godda plant in Jharkhand, reduced the supply to 520 MW from around 1,400-1,500 MW in August due to non-payment of USD 800 million by the country.
Asked about the impacts on Tripura due to the reported attacks on Hindus and other minorities in Bangladesh, Saha said there is no major influx from the neighbouring country to his state yet.
""But we are closely monitoring the situation along the border since the border is porous as there are many gaps. However, as of now, there is no major influx from Bangladesh after the present turmoil started in that country in August,"" he said.
Tripura is surrounded by Bangladesh on its north, south and west and the length of its international border is 856 km, which is 84 per cent of its total border.
Commenting on the recent breach of security at the Bangladesh Assistant High Commission in Agartala, the chief minister said he had taken strong action in the case.
""We have arrested several people who were involved in it. We have also taken action against policemen who were responsible for the security of the premises where the breach took place,"" he said.
Saha said after the fall of the Sheikh Hasina government in Bangladesh, trade has been affected and the import of Bangladeshi goods to Tripura has come down significantly.
He said among the goods that come to Tripura from Bangladesh are cement, stone chips and Hilsa fish. ""Supply has been disrupted. It is their loss,"" he said.
Asked about the communication network with Bangladesh, he said if the railway line is restored between Agartala and Dhaka, it would be immensely beneficial for both the country.
""If Chittagong port is allowed to be used without any disruption, the entire Northeastern states will be significantly benefitted,"" he said.
The direct road distance to Chittagong port from Agartala is around 175 km.
A rail line linking Agartala with Akhaura in Bangladesh was inaugurated by Prime Minister Narendra Modi and his then Bangladeshi counterpart Sheikh Hasina on November 1, 2023.
The project has a length of 5.46 km in India and 6.78 km in Bangladesh.
The cost of the Indian portion was Rs 708.73 crore and funded by the Ministry of Development of North Eastern Region (DoNER).
The cost of the Bangladesh portion was Rs 392.52 crore. The Bangladesh portion is funded by the Ministry of External Affairs India and executed by the Bangladesh Railway.
If the overland transport right is allowed by Bangladesh, the travel time between Agartala and Kolkata is expected to come down from about 30 hours to about 10 hours.
The existing train commute distance between the two cities is 1,581 km and it requires a re-route via Guwahati and Lumding in Assam. This would be curtailed to 460 km, officials said.
(You can now subscribe to our
Economic Times WhatsApp channel
)"
"Adani Group to invest Rs 28,000 crore in Bihar for power, cement, food processing projects",https://economictimes.indiatimes.com/industry/energy/power/adani-group-to-invest-rs-28000-crore-in-bihar-for-power-cement-food-processing-projects/articleshow/116493418.cms,20-12-2024,"The Adani Group, led by billionaire Gautam Adani, is set to make significant investments in Bihar, amounting to approximately Rs 28,000 crore, as part of its aggressive expansion strategy.
The conglomerate plans to invest in multiple sectors including energy, cement, food processing, and logistics, aiming to boost both local development and job creation.
Pranav Adani, Director of
Adani Enterprises Ltd
, shared the details of the investment at the
Bihar Business Connect 2024
summit. He highlighted a major project in the energy sector, stating, “We are exploring investment avenues in Bihar's energy sector. Our plan is to invest around Rs 20,000 crore to set up an ultra-super critical thermal power plant.""
Though Adani did not provide specific details about the plant's capacity or location, ultra-supercritical plants typically generate 1,980 megawatts using coal to produce electricity. This investment is expected to help address Bihar's energy deficit, which currently stands at around 1,600 MW, with peak demand exceeding the state's available generation capacity of 6,400 MW. The new plant is also expected to supply power to neighboring states.
The project is anticipated to create substantial job opportunities. ""We expect such a massive project to open up at least 12,000 job vacancies in the pre-commissioning phase and also lead to around 1,500 skilled jobs during the operational phase,"" said Pranav Adani.
Live Events
In addition to the thermal power plant, the group plans to invest Rs 2,300 crore to expand its presence in sectors like warehousing, logistics, and clean energy. “This investment will not only massively increase our warehousing and handling capacity but also expand our presence in the EV, City Gas Distribution (CGD), and Compressed Biogas (CBG) space, generating an additional 27,000 direct and indirect local job opportunities,” Adani noted.
The company is also eyeing further investment in strategic infrastructure in Bihar, with a potential Rs 1,000 crore to be spent on projects like Gati Shakti Railway Terminals, Inland Container Depots (ICDs), and Industrial Warehousing Parks.
Another significant part of Adani's strategy in Bihar is the development of smart meter manufacturing. ""As Bihar migrates from conventional electric meters to smart meters, we will invest Rs 2,100 crore to manufacture and install over 28 lakh smart meters to automate power-consumption monitoring in five cities—Siwan, Gopalganj, Vaishali, Saran, and Samastipur. This will generate at least 4,000 local jobs in this technology segment,"" said Pranav Adani.
Additionally, the group's cement plants in Bihar will be expanded with a Rs 2,500 crore investment, aiming to increase production capacity to 10 million tonnes per annum.
This multi-sector investment underscores the Adani Group’s commitment to strengthening its footprint in Bihar and contributing to the state’s economic growth through job creation, infrastructure development, and technological advancements.
(With inputs from PTI)
(You can now subscribe to our
Economic Times WhatsApp channel
)"
NTPC plans to set up nuclear project in Bihar: CMD Gurdeep Singh,https://economictimes.indiatimes.com/industry/energy/power/ntpc-plans-to-set-up-nuclear-project-in-bihar-cmd-gurdeep-singh/articleshow/116474273.cms,19-12-2024,"Power giant
NTPC
has plans to set up a nuclear project in Bihar, a move which will increase its non fossil energy portfolio, the company's Chairman and Managing Director (CMD) Gurdeep Singh said on Thursday. NTPC has also requested the state government for a land parcel at a suitable location to take forward its nuclear plans, he said addressing a session at the 'Bihar Business Connect 2024' summit here.
""Looking at the future of the energy sector, nuclear (energy) is expected to become extremely important for the energy sector, 20-30 years down the line. I want to share that NTPC is now entering the nuclear energy space,"" Singh said.
Without sharing any further details, he said NTPC will conduct a study before taking ahead the plans to set up the nuclear project in the state.
On September 11, the Indian government gave its approval to the
Anushakti Vidhyut Nigam Ltd
(ASHVINI), a joint venture of Nuclear Power Corporation of India Ltd - NPCIL (51 per cent) and NTPC (49 per cent) to build, own and operate nuclear power plants in India in accordance with provisions of the Atomic Energy Act.
Singh said, NTPC is also interested to work in the area of rooftop solar, ground mounted solar, floating solar, pumped storage and battery energy storage projects in the state.
Artificial Intelligence(AI)
Java Programming with ChatGPT: Learn using Generative AI
By - Metla Sudha Sekhar, IT Specialist and Developer
View Program
Artificial Intelligence(AI)
Basics of Generative AI: Unveiling Tomorrows Innovations
By - Metla Sudha Sekhar, IT Specialist and Developer
View Program
Artificial Intelligence(AI)
Generative AI for Dynamic Java Web Applications with ChatGPT
By - Metla Sudha Sekhar, IT Specialist and Developer
View Program
Marketing
Performance Marketing for eCommerce Brands
By - Zafer Mukeri, Founder- Inara Marketers
View Program
Artificial Intelligence(AI)
Mastering C++ Fundamentals with Generative AI: A Hands-On
By - Metla Sudha Sekhar, IT Specialist and Developer
View Program
Finance
A2Z Of Money
By - elearnmarkets, Financial Education by StockEdge
View Program
Artificial Intelligence(AI)
Master in Python Language Quickly Using the ChatGPT Open AI
By - Metla Sudha Sekhar, IT Specialist and Developer
View Program
Office Productivity
Zero to Hero in Microsoft Excel: Complete Excel guide 2024
By - Metla Sudha Sekhar, IT Specialist and Developer
View Program
Artificial Intelligence(AI)
AI and Analytics based Business Strategy
By - Tanusree De, Managing Director- Accenture Technology Lead, Trustworthy AI Center of Excellence: ATCI
View Program
Technology
Certified Jenkins Professional
By - Vskills, India's Leading Certification Body
View Program
Astrology
Vastu Shastra Course
By - Sachenkumar Rai, Vastu Shashtri
View Program
Data Science
SQL for Data Science along with Data Analytics and Data Visualization
By - Metla Sudha Sekhar, IT Specialist and Developer
View Program
Web Development
A Comprehensive ASP.NET Core MVC 6 Project Guide for 2024
By - Metla Sudha Sekhar, IT Specialist and Developer
View Program
Office Productivity
Mastering Microsoft Office: Word, Excel, PowerPoint, and 365
By - Metla Sudha Sekhar, IT Specialist and Developer
View Program
Marketing
Digital marketing - Wordpress Website Development
By - Shraddha Somani, Digital Marketing Trainer, Consultant, Strategiest and Subject Matter expert
View Program
Web Development
Mastering Full Stack Development: From Frontend to Backend Excellence
By - Metla Sudha Sekhar, IT Specialist and Developer
View Program
Finance
Financial Literacy i.e Lets Crack the Billionaire Code
By - CA Rahul Gupta, CA with 10+ years of experience and Accounting Educator
View Program
Leadership
Business Storytelling Masterclass
By - Ameen Haque, Founder of Storywallahs
View Program
Marketing
Future of Marketing & Branding Masterclass
By - Dr. David Aaker, Professor Emeritus at the Haas School of Business, UC Berkeley, Author | Speaker | Thought Leader | Branding Consultant
View Program
Strategy
ESG and Business Sustainability Strategy
By - Vipul Arora, Partner, ESG & Climate Solutions at Sattva Consulting Author I Speaker I Thought Leader
View Program
""We look forward to having a majority share of our 60,000 MW of renewable energy capacity by the year 2032 in Bihar,"" he added.
In Bihar, NTPC has an installed capacity of 8,850 MW, Singh said, adding it is an investment of about Rs 80,000 crore.
NTPC will explore setting up battery storage solutions of around 3000-4000 MWh in Bihar, Singh said.
He also informed that
Nabinagar Power Generating Company
Ltd (NPGCL) has started working on a 2,400 MW power project in Bihar.
At present NTPC has an installed capacity of 76,531 MW, which includes thermal, solar, wind etc.
(You can now subscribe to our
Economic Times WhatsApp channel
)"
"SECI defends transfer of 2,333 mw power project from Azure to Adani",https://economictimes.indiatimes.com/industry/energy/power/seci-defends-transfer-of-2333-mw-power-project-from-azure-to-adani/articleshow/116447043.cms,19-12-2024,"New Delhi: Even as the
Chandrababu Naidu
government continues to debate the fate of the controversial solar power deal, the Solar Energy Corporation of India (
SECI
) has defended the ""transfer"" of the
2,333 mw power project
from
Azure to Adani Group
before the apex power regulator, citing Andhra Pradesh's power requirement and unchanged terms and conditions of the contract, ET has learnt.
In a December 7, 2024 submission to the Central Electricity Regulatory Commission (CERC), SECI stated that ""Andhra Pradesh had sought for such supply and SECI could finalise the generation and supply of such quantum by
Adani Group
on the same terms and conditions"".
It underlined that the transfer to Adani Group did not affect ""the essential terms"" on which the regulatory approval was given for the overall Andhra power project by the CERC on April 2, 2022.
""The additional allocation made to Adani Group companies is within the quantum for which e-reverse auction was held and parties were selected, and the quantum of 9,234 mw was approved by the commission,"" SECI added.
It further pointed out that it had ""not deviated from the tariff adopted and approved by the commission"" in the transfer process.
Live Events
In a October 28, 2024 hearing, the CERC sought to know whether the substitution of power developer, from Azure to Adani, on account of the surrender of the 2,333 mw by Azure, was permissible under the tender document issued by SECI.
SECI, in its response to CERC, held that there was ""no prohibition in the guidelines of the bidding documents"" against the process adopted by it and cited Supreme Court orders that upheld the principle, according to it. ""This is consistent with the legal position on competitive bidding process and the powers of the tenderers decided by the Supreme Court,"" in several cases, SECI submitted.
The corporation held that it acted ""within the power of the person initiating the competitive bidding process and inviting bids to allocate power of 2,333 mw to Adani Group upon
Azure Power
not implementing the project"".
SECI stated that the objective of floating the original tender was to ""maximise solar power generation"" and the bidding process culminated in the decision to procure 12,000 mw for the onward supply as per the need of the state utilities. It was, however, faced with an unforeseen situation ""upon Azure Power not implementing the project"".
""When Azure Power did not proceed to implement the project, state of Andhra Pradesh had required the quantum of power of 2,333 mw. SECI thus considered it prudent to allocate the quantum to Adani Group on the same terms and conditions so that Andhra Pradesh will have the availability of full quantum of 7,000 mw power they had intended to procure"", the SECI told CERC.
(You can now subscribe to our
Economic Times WhatsApp channel
)"
Adani Energy Solutions forms new arm for power transmission,https://economictimes.indiatimes.com/industry/energy/power/adani-energy-solutions-forms-new-arm-for-power-transmission/articleshow/116405897.cms,17-12-2024,"Adani Energy Solutions Ltd
(AESL) on Tuesday said it has formed a new subsidiary entity for transmission, distribution and power supply. Adani Energy Solutions Step-Eleven Limited (AESSEL) has been incorporated with the Registrar of Companies, Ahmedabad, Gujarat, on December 17, 2024, and is yet to commence its business operations, the company said in an exchange filing.
It has been incorporated by
Adani Energy for transmission
, distribution and supply of power and other infrastructure services, the company said.
(You can now subscribe to our
Economic Times WhatsApp channel
)"
"NHPC, BEML partner to develop desilting and dredging solutions for hydro power plants",https://economictimes.indiatimes.com/industry/energy/power/nhpc-beml-partner-to-develop-desilting-and-dredging-solutions-for-hydro-power-plants/articleshow/116375913.cms,16-12-2024,"NHPC
on Monday announced a partnership with
BEML
to jointly explore opportunities for development of
desilting and dredging solutions
for
hydro power plants
.
Besides, the solutions would help mitigate
urban waterlogging
during monsoons by swiftly clearing canals and culverts, support dredging and desilting operations in inland waterways, coastal areas, ponds, and lakes, NHPC said in a statement.
NHPC and
BEML
have signed a
Memorandum of Understanding
(MoU) that aims to establish strategic cooperation for the development of advanced desilting and dredging solutions tailored for hydroelectric plants, it said.
Upon successful implementation in
pilot projects
, the solutions are expected to be replicated across other hydro power plants, further strengthening India's
renewable energy infrastructure
, NHPC said.
NHPC chairman and managing director R K Chaudhary said, ""Together, we aim to enhance power generation efficiency, reduce maintenance costs, and support India's ambitious renewable energy objectives. This partnership will not only benefit the power sector but also create a positive impact on the environment and local communities.""
Live Events
BEML CMD Shantanu Roy stated: ""By leveraging our collective strengths, we aim to develop advanced desilting and dredging solutions that not only enhance the efficiency of hydroelectric power plants but also contribute to the nation's broader goals of improving infrastructure and
water management systems
.""
(You can now subscribe to our
Economic Times WhatsApp channel
)"
"Sterlite Power raises Rs 725 cr from GEF Capital, ENAM Holdings",https://economictimes.indiatimes.com/industry/energy/power/sterlite-power-raises-rs-725-cr-from-gef-capital-enam-holdings/articleshow/116359018.cms,16-12-2024,"Sterlite Power on Monday said it has raised Rs 725 crore in a primary fundraising round from
GEF Capital Partners
and
ENAM Holdings
. As part of Sterlite Power's demerger exercise, the Global Products and Solutions (GPS) business was hived out as an independent company in October 2024, a company statement said.
This is the first fundraise for the products and solutions business since its inception, it stated.
The funds will be used for the ongoing
capex expansion
and drive strategic growth initiatives by enhancing production capabilities, accelerating new product development, and expanding presence across key international markets, it informed.
The GPS business has sustained its growth trajectory, securing orders worth Rs 2,715 crores in H1 FY25.
As of November end, the open order book of the GPS business stood at Rs 6,700 crore.
Artificial Intelligence(AI)
Java Programming with ChatGPT: Learn using Generative AI
By - Metla Sudha Sekhar, IT Specialist and Developer
View Program
Artificial Intelligence(AI)
Basics of Generative AI: Unveiling Tomorrows Innovations
By - Metla Sudha Sekhar, IT Specialist and Developer
View Program
Artificial Intelligence(AI)
Generative AI for Dynamic Java Web Applications with ChatGPT
By - Metla Sudha Sekhar, IT Specialist and Developer
View Program
Marketing
Performance Marketing for eCommerce Brands
By - Zafer Mukeri, Founder- Inara Marketers
View Program
Artificial Intelligence(AI)
Mastering C++ Fundamentals with Generative AI: A Hands-On
By - Metla Sudha Sekhar, IT Specialist and Developer
View Program
Finance
A2Z Of Money
By - elearnmarkets, Financial Education by StockEdge
View Program
Artificial Intelligence(AI)
Master in Python Language Quickly Using the ChatGPT Open AI
By - Metla Sudha Sekhar, IT Specialist and Developer
View Program
Office Productivity
Zero to Hero in Microsoft Excel: Complete Excel guide 2024
By - Metla Sudha Sekhar, IT Specialist and Developer
View Program
Artificial Intelligence(AI)
AI and Analytics based Business Strategy
By - Tanusree De, Managing Director- Accenture Technology Lead, Trustworthy AI Center of Excellence: ATCI
View Program
Technology
Certified Jenkins Professional
By - Vskills, India's Leading Certification Body
View Program
Astrology
Vastu Shastra Course
By - Sachenkumar Rai, Vastu Shashtri
View Program
Data Science
SQL for Data Science along with Data Analytics and Data Visualization
By - Metla Sudha Sekhar, IT Specialist and Developer
View Program
Web Development
A Comprehensive ASP.NET Core MVC 6 Project Guide for 2024
By - Metla Sudha Sekhar, IT Specialist and Developer
View Program
Office Productivity
Mastering Microsoft Office: Word, Excel, PowerPoint, and 365
By - Metla Sudha Sekhar, IT Specialist and Developer
View Program
Marketing
Digital marketing - Wordpress Website Development
By - Shraddha Somani, Digital Marketing Trainer, Consultant, Strategiest and Subject Matter expert
View Program
Web Development
Mastering Full Stack Development: From Frontend to Backend Excellence
By - Metla Sudha Sekhar, IT Specialist and Developer
View Program
Finance
Financial Literacy i.e Lets Crack the Billionaire Code
By - CA Rahul Gupta, CA with 10+ years of experience and Accounting Educator
View Program
Leadership
Business Storytelling Masterclass
By - Ameen Haque, Founder of Storywallahs
View Program
Marketing
Future of Marketing & Branding Masterclass
By - Dr. David Aaker, Professor Emeritus at the Haas School of Business, UC Berkeley, Author | Speaker | Thought Leader | Branding Consultant
View Program
Strategy
ESG and Business Sustainability Strategy
By - Vipul Arora, Partner, ESG & Climate Solutions at Sattva Consulting Author I Speaker I Thought Leader
View Program
This underscores Sterlite Power's robust market position in both domestic and international market segments.
Pratik Agarwal, Managing Director, Sterlite Power Transmission, said, ""Securing this funding marks a significant milestone for Sterlite Power's GPS business...""
On the investment in Sterlite Power, Alipt Sharma, Partner at GEF Capital Partners LLC, said in the statement, ""We are excited to partner with Sterlite Power and support their portfolio of efficient and reliable products that will catalyse efficiency in power transmission.""
Sterlite Power Transmission (SPTL) has formally demerged into two companies.
The demerged company viz., SPTL will now house the power capital goods business comprising cables, conductors, and specialised services.
The resulting entity
Sterlite Grid 5 Ltd
(SGL5) will house the transmission concessions business.
Each shareholder of SPTL has received shares of SGL5 in the ratio of 1:1.
This pivotal decision marks a significant milestone for our organisation as we position ourselves for focused growth across two distinct business verticals.
Sterlite Power over the last three decades, has been delivering modern and dependable
power transmission solutions
globally.
The company offers a wide range of solutions in the conductors and cables segment.
The product portfolio has a comprehensive range of products and services such as High-Performance Conductors, Optical Ground Wire and HV/EHV Power Cables.
These products are designed to meet the evolving demands of the power sector, facilitating the integration of renewable energy ecosystems, enhancing grid resilience, and reducing overall transmission losses.
Additionally, Sterlite Power provides specialised Engineering, Procurement and Construction (EPC) services that focus on expanding existing transmission capacity through uprate and upgrade by leveraging its expertise in complex product execution to deliver efficient, high quality infrastructure solutions.
Sterlite Power offers specialised Engineering, Procurement, and Construction (EPC) services aimed at expanding transmission capacity through uprating and upgrading existing infrastructure. Leveraging its expertise in complex project execution, the company delivers efficient, high-quality infrastructure solutions. Axis Capital was the exclusive financial advisor for this transaction and Khaitan & Co. acted as the legal counsel.
(You can now subscribe to our
Economic Times WhatsApp channel
)"
"Bid to cut electricity costs, import reliance: Talks on to get local coal power up plants",https://economictimes.indiatimes.com/industry/energy/power/bid-to-cut-electricity-costs-import-reliance-talks-on-to-get-local-coal-power-up-plants/articleshow/116298912.cms,14-12-2024,"New Delhi: India is exploring ways of getting power plants fuelled by
imported coal
to use cheaper domestic supplies to help reduce electricity costs while lowering the dependence on overseas sources, said people aware of the matter.
India has 15 power plants that use imported coal, including
Tata Power
’s Coastal Power Gujarat,
Adani Power
Mundra Ltd, Essar Power Gujarat, and JSW Ratnagiri.
A reduction in coal imports will enhance energy security as well. The matter was discussed at a meeting between senior officials of the coal and power ministries this week, said the people cited above.
The domestic availability and cost of high-grade coal, the impact on the cost of generation, and the readiness of such plants to change fuel are some of the issues being thrashed out, said one of the persons.
Live Events
More meetings on the subject may be held after detailed studies, the person added.
“Some assessments have been made and more talks are likely to happen on the landed cost of the fuel and the requirement of retrofitting of equipment to suit domestic fuel at these plants,” the person said.
The total imported coal-based capacity is about 17 GW.
Energy charge rate
Rough industry estimates suggest the current energy charge rate, excluding fixed cost, is about `4.1-5.6 per unit for the imported coal-based plants.
In the case of domestic coal-based plants, the total tariff, including fixed cost, could range from `2.5 to `5.5 a unit depending on fuel transportation costs.
The coal ministry has already begun work on its plan to end
thermal coal imports
by FY26.
(You can now subscribe to our
Economic Times WhatsApp channel
)"
Sterlite Power unit raises ₹725 crore,https://economictimes.indiatimes.com/industry/energy/power/sterlite-power-unit-raises-725-crore/articleshow/116265087.cms,13-12-2024,"Mumbai: A unit of
Sterlite Power Transmission Ltd
(SPTL) has raised ₹725 crore in a primary funding round led by
GEF Capital Partners
and
Enam Holding
, according to a senior company official.
Sterlite Power
is
Vedanta Group
's privately held power transmission arm
GEF Capital Partners ('GEF') is a Private Equity fund in the climate growth investment spectrum. Enam Holdings is a privately owned and managed firm. SPTL is a provider of
power transmission solutions
in India and Brazil. The unit
Global Products and Solutions
(GPS) manufactures power conductors, optical ground wire (OPGW), and power cables for domestic and export markets. ""GEF Capital is putting in ₹450 crores, and the balance is coming from Enam holding,"" Pratik Agarwal, Managing Director, Sterlite Power told ET. He did not clarify on stake holdings of both funding agencies.
""Each of them are single-digit minority holder.""
Sterlite Power Transmission has recently been demerged leading to the creation of two distinct entities: the Transmission Infrastructure business, which will operate under Sterlite Grid 5 Limited, and the Global Products and Specialised EPC services, which continues under SPTL.
This restructuring is aimed at allowing each business unit to pursue independent growth strategies and attract tailored capital investments.
Live Events
The company will deploy ₹400 crore in a capital expenditure program, a part of which will go into setting up a greenfield plant in Baroda to make 400 KV cables. The company has around four plants in the country: two in Silvassa (Dadara & Nagar Haveli) and one each in Odisha and Uttarakhand. The rest of the funds raised will go into working capital and other opportunities.
""Electrification and decarbonisation are driving the requirement of cables and conductors at unprecedented levels, and we believe the wave has just started,"" said Agarwal, adding that with the geopolitics and sentiment around China, there's an increased focus to buy from India which is driving the growth in the business.
(You can now subscribe to our
Economic Times WhatsApp channel
)"
Discoms outstanding dues decline 82 pc in over 2 years to Rs 24k cr,https://economictimes.indiatimes.com/industry/energy/power/discoms-outstanding-dues-decline-82-pc-in-over-2-years-to-rs-24k-cr/articleshow/116255520.cms,12-12-2024,"Power distribution utilities
(discoms) legacy dues have come down by a whopping 82 per cent in over two years to Rs 24,684 crore this month, Parliament was informed on Thursday. Around 13 states reported arrears amounting to Rs 1,39,947 crore as of June 3, 2022, and rescheduled them into EMIs (equated monthly installments), Minister of State for Power Shripad Naik said in a written reply to Rajya Sabha.
The minister said after the payment of 29 EMIs by the distribution utilities, including pre-payment of legacy dues by some utilities, the outstanding dues have reduced to Rs 24,684 crore as of December 6, 2024.
The discoms have paid Rs 1,15,263 crore outstanding since June 2022, he added.
In another reply, Naik said that the
Ministry of Power
, in consultation with states, has envisaged a plan to add thermal capacity of a minimum 80,000 MW by 2031-32.
Against this target, 29,200 MW thermal capacity is already under construction while 51,520 MW is at various stages of planning & development, he stated.
(You can now subscribe to our
Economic Times WhatsApp channel
)"
